Name,,Lab_L,Lab_a,Lab_b,ink1,ink2,ink3,ink4,%1,%2,%3,%4
PANTONE 459 C,,83,-3.5703125,43.640625,PANTONE Yellow 1166,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 459 C,,83,-3.5703125,43.640625,PANTONE Yellow 1167,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 460 C,,87,-3.9335938,34.828125,PANTONE Yellow 1168,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 460 C,,87,-3.9335938,34.828125,PANTONE Yellow 1169,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 461 C,,89,-3.5195312,23.3984375,PANTONE Yellow 1170,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 461 C,,89,-3.5195312,23.3984375,PANTONE Yellow 1171,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 462 C,,28,8.1054688,21.4335938,PANTONE Yellow 1172,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 462 C,,28,8.1054688,21.4335938,PANTONE Yellow 1173,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 463 C,,34,13.1484375,30.0625,PANTONE Yellow 1174,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 463 C,,34,13.1484375,30.0625,PANTONE Yellow 1175,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 464 C,,41,15.7382812,36.8789062,PANTONE Yellow 1176,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 464 C,,41,15.7382812,36.8789062,PANTONE Yellow 1177,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 465 C,,66,6.2773438,30.4375,PANTONE Yellow 1178,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 465 C,,66,6.2773438,30.4375,PANTONE Yellow 1179,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 466 C,,74,3.7382812,24.7070312,PANTONE Yellow 1180,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 466 C,,74,3.7382812,24.7070312,PANTONE Yellow 1181,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 467 C,,79,2.03125,19.7578125,PANTONE Yellow 1182,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 467 C,,79,2.03125,19.7578125,PANTONE Yellow 1183,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 468 C,,85,0.6484375,13.5585938,PANTONE Yellow 1184,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 468 C,,85,0.6484375,13.5585938,PANTONE Yellow 1185,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4625 C,,20,17.6835938,19.6328125,PANTONE Yellow 1186,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4625 C,,20,17.6835938,19.6328125,PANTONE Yellow 1187,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4635 C,,44,20.1484375,31.5195312,PANTONE Yellow 1188,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4635 C,,44,20.1484375,31.5195312,PANTONE Yellow 1189,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4645 C,,57,16.6914062,26.7265625,PANTONE Yellow 1190,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4645 C,,57,16.6914062,26.7265625,PANTONE Yellow 1191,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4655 C,,65,14.0585938,22.0976562,PANTONE Yellow 1192,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4655 C,,65,14.0585938,22.0976562,PANTONE Yellow 1193,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4665 C,,73,10.6875,17.359375,PANTONE Yellow 1194,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4665 C,,73,10.6875,17.359375,PANTONE Yellow 1195,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4675 C,,80,7.6992188,12.7460938,PANTONE Yellow 1196,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4675 C,,80,7.6992188,12.7460938,PANTONE Yellow 1197,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4685 C,,85,4.859375,8.9765625,PANTONE Yellow 1198,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4685 C,,85,4.859375,8.9765625,PANTONE Yellow 1199,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 469 C,,26,19.328125,25.9257812,PANTONE Yellow 1200,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 469 C,,26,19.328125,25.9257812,PANTONE Yellow 1201,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 470 C,,42,30.546875,43.3359375,PANTONE Yellow 1202,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 470 C,,42,30.546875,43.3359375,PANTONE Yellow 1203,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 471 C,,47,38.5859375,52.8359375,PANTONE Yellow 1204,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 471 C,,47,38.5859375,52.8359375,PANTONE Yellow 1205,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 472 C,,70,24.546875,36.7382812,PANTONE Yellow 1206,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 472 C,,70,24.546875,36.7382812,PANTONE Yellow 1207,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 473 C,,79,16.046875,24.8671875,PANTONE Yellow 1208,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 473 C,,79,16.046875,24.8671875,PANTONE Yellow 1209,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 474 C,,82,12.1992188,19.9375,PANTONE Yellow 1210,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 474 C,,82,12.1992188,19.9375,PANTONE Yellow 1211,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 475 C,,86,8.5703125,15.0078125,PANTONE Yellow 1212,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 475 C,,86,8.5703125,15.0078125,PANTONE Yellow 1213,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4695 C,,21,19.8242188,14.328125,PANTONE Yellow 1214,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4695 C,,21,19.8242188,14.328125,PANTONE Yellow 1215,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4705 C,,38,20.6171875,18.1289062,PANTONE Yellow 1216,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4705 C,,38,20.6171875,18.1289062,PANTONE Yellow 1217,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4715 C,,50,16.96875,15.546875,PANTONE Yellow 1218,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4715 C,,50,16.96875,15.546875,PANTONE Yellow 1219,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4725 C,,61,13.1171875,12.5507812,PANTONE Yellow 1220,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4725 C,,61,13.1171875,12.5507812,PANTONE Yellow 1221,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4735 C,,71,9.4492188,9.2773438,PANTONE Yellow 1222,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4735 C,,71,9.4492188,9.2773438,PANTONE Yellow 1223,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4745 C,,78,6.8476562,7.0859375,PANTONE Yellow 1224,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4745 C,,78,6.8476562,7.0859375,PANTONE Yellow 1225,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4755 C,,83,4.75,5.3476562,PANTONE Yellow 1226,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4755 C,,83,4.75,5.3476562,PANTONE Yellow 1227,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 476 C,,24,13.5976562,13.0390625,PANTONE Yellow 1228,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 476 C,,24,13.5976562,13.0390625,PANTONE Yellow 1229,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 477 C,,25,21.0742188,16.9296875,PANTONE Yellow 1230,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 477 C,,25,21.0742188,16.9296875,PANTONE Yellow 1231,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 478 C,,30,26.0390625,21.4453125,PANTONE Yellow 1232,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 478 C,,30,26.0390625,21.4453125,PANTONE Yellow 1233,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 479 C,,57,16.3515625,18.2578125,PANTONE Yellow 1234,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 479 C,,57,16.3515625,18.2578125,PANTONE Yellow 1235,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 480 C,,71,9.9882812,12.3789062,PANTONE Yellow 1236,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 480 C,,71,9.9882812,12.3789062,PANTONE Yellow 1237,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 481 C,,78,7.0195312,9.5273438,PANTONE Yellow 1238,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 481 C,,78,7.0195312,9.5273438,PANTONE Yellow 1239,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 482 C,,83,4.4570312,6.8710938,PANTONE Yellow 1240,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 482 C,,83,4.4570312,6.8710938,PANTONE Yellow 1241,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 483 C,,27,27.2109375,20.6054688,PANTONE Yellow 1242,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 483 C,,27,27.2109375,20.6054688,PANTONE Yellow 1243,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 484 C,,37,47.2109375,35.6171875,PANTONE Yellow 1244,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 484 C,,37,47.2109375,35.6171875,PANTONE Yellow 1245,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 485 C,,48,67.9882812,51.8789062,PANTONE Yellow 1246,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 485 C,,48,67.9882812,51.8789062,PANTONE Yellow 1247,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 486 C,,70,32.75,22.4960938,PANTONE Yellow 1248,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 486 C,,70,32.75,22.4960938,PANTONE Yellow 1249,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 487 C,,75,23.2695312,16.75,PANTONE Yellow 1250,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 487 C,,75,23.2695312,16.75,PANTONE Yellow 1251,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 488 C,,80,16.5976562,12.7773438,PANTONE Yellow 1252,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 488 C,,80,16.5976562,12.7773438,PANTONE Yellow 1253,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 489 C,,84,10.3671875,8.7382812,PANTONE Yellow 1254,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 489 C,,84,10.3671875,8.7382812,PANTONE Yellow 1255,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 490 C,,23,24.296875,10.3710938,PANTONE Yellow 1256,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 490 C,,23,24.296875,10.3710938,PANTONE Yellow 1257,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 491 C,,29,33.5117188,16.0078125,PANTONE Yellow 1258,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 491 C,,29,33.5117188,16.0078125,PANTONE Yellow 1259,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 492 C,,35,39.5195312,17.8515625,PANTONE Yellow 1260,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 492 C,,35,39.5195312,17.8515625,PANTONE Yellow 1261,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 493 C,,64,34.8203125,4.3671875,PANTONE Yellow 1262,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 493 C,,64,34.8203125,4.3671875,PANTONE Yellow 1263,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 494 C,,75,25.8984375,1.5273438,PANTONE Yellow 1264,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 494 C,,75,25.8984375,1.5273438,PANTONE Yellow 1265,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 495 C,,80,20.5390625,0.828125,PANTONE Yellow 1266,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 495 C,,80,20.5390625,0.828125,PANTONE Yellow 1267,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 496 C,,82,16.7382812,0.5664062,PANTONE Yellow 1268,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 496 C,,82,16.7382812,0.5664062,PANTONE Yellow 1269,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 497 C,,22,16.7304688,8.9921875,PANTONE Yellow 1270,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 497 C,,22,16.7304688,8.9921875,PANTONE Yellow 1271,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 498 C,,28,23.6015625,14.3867188,PANTONE Yellow 1272,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 498 C,,28,23.6015625,14.3867188,PANTONE Yellow 1273,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 499 C,,32,26.546875,17.8398438,PANTONE Yellow 1274,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 499 C,,32,26.546875,17.8398438,PANTONE Yellow 1275,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 500 C,,62,26.6601562,5.1992188,PANTONE Yellow 1276,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 500 C,,62,26.6601562,5.1992188,PANTONE Yellow 1277,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 501 C,,75,19.5273438,2.2109375,PANTONE Yellow 1278,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 501 C,,75,19.5273438,2.2109375,PANTONE Yellow 1279,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 502 C,,80,15.2304688,1.25,PANTONE Yellow 1280,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 502 C,,80,15.2304688,1.25,PANTONE Yellow 1281,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 503 C,,84,11.3671875,0.9179688,PANTONE Yellow 1282,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 503 C,,84,11.3671875,0.9179688,PANTONE Yellow 1283,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4975 C,,16,18.6640625,8.1835938,PANTONE Yellow 1284,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4975 C,,16,18.6640625,8.1835938,PANTONE Yellow 1285,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4985 C,,38,26.1484375,7.5195312,PANTONE Yellow 1286,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4985 C,,38,26.1484375,7.5195312,PANTONE Yellow 1287,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4995 C,,50,24.3867188,5.4257812,PANTONE Yellow 1288,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4995 C,,50,24.3867188,5.4257812,PANTONE Yellow 1289,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 5005 C,,60,21.0703125,3.9375,PANTONE Yellow 1290,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 5005 C,,60,21.0703125,3.9375,PANTONE Yellow 1291,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 5015 C,,72,15.515625,2.4375,PANTONE Yellow 1292,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 5015 C,,72,15.515625,2.4375,PANTONE Yellow 1293,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 5025 C,,79,11.8476562,1.7265625,PANTONE Yellow 1294,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 5025 C,,79,11.8476562,1.7265625,PANTONE Yellow 1295,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 5035 C,,83,8.5585938,1.390625,PANTONE Yellow 1296,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 5035 C,,83,8.5585938,1.390625,PANTONE Yellow 1297,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 504 C,,19,23.0859375,5.3007812,PANTONE Yellow 1298,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 504 C,,19,23.0859375,5.3007812,PANTONE Yellow 1299,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 505 C,,27,33.625,5.828125,PANTONE Yellow 1300,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 505 C,,27,33.625,5.828125,PANTONE Yellow 1301,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 506 C,,31,38.3476562,5.6171875,PANTONE Yellow 1302,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 506 C,,31,38.3476562,5.6171875,PANTONE Yellow 1303,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 507 C,,66,30.3671875,-2.4335938,PANTONE Yellow 1304,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 507 C,,66,30.3671875,-2.4335938,PANTONE Yellow 1305,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 508 C,,75,22.6992188,-2.4335938,PANTONE Yellow 1306,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 508 C,,75,22.6992188,-2.4335938,PANTONE Yellow 1307,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 509 C,,79,18.9101562,-2.2890625,PANTONE Yellow 1308,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 509 C,,79,18.9101562,-2.2890625,PANTONE Yellow 1309,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 510 C,,82,16.1289062,-1.8789062,PANTONE Yellow 1310,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 510 C,,82,16.1289062,-1.8789062,PANTONE Yellow 1311,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 511 C,,24,31.9257812,-11.640625,PANTONE Yellow 1312,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 511 C,,24,31.9257812,-11.640625,PANTONE Yellow 1313,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 512 C,,31,45.6015625,-24.1796875,PANTONE Yellow 1314,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 512 C,,31,45.6015625,-24.1796875,PANTONE Yellow 1315,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 513 C,,37,54.1601562,-32.7734375,PANTONE Yellow 1316,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 513 C,,37,54.1601562,-32.7734375,PANTONE Yellow 1317,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 514 C,,65,37.75,-22.0234375,PANTONE Yellow 1318,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 514 C,,65,37.75,-22.0234375,PANTONE Yellow 1319,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 515 C,,74,28.4765625,-16.3710938,PANTONE Yellow 1320,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 515 C,,74,28.4765625,-16.3710938,PANTONE Yellow 1321,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 516 C,,80,21,-11.7421875,PANTONE Yellow 1322,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 516 C,,80,21,-11.7421875,PANTONE Yellow 1323,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
